title,matched_gif_title,similarity,description,category,body_part,target_muscle_gifsrc,equipment,difficulty_level,rating,gif_url,source_a_id,source_b_id
TBS Romanian Deadlift,Romanian Deadlift,0.9152,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Lower Back,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Romanian-Deadlift.gif,befb590c-5f2d-48bd-b0b2-e7f469690340,23bdc8de-2591-4f47-8f7a-75035044dda4
Barbell deadlift-,Barbell Single Leg Deadlift,0.8213,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",Strength,Lower Back,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/09/Barbell-Single-Leg-Deadlift.gif,3277e45d-23a6-494e-93e9-e38d45687fc6,83ed8ce5-e19f-4bb4-8465-1d36502359b5
Kettlebell deadlift,Kettlebell Deadlift,1.0,"The kettlebell deadlift is a foundational movement in kettlebell training. It's often taught as a buildup or regression to the kettlebell swing, as well as to instruct the ""hip hinge"" motion in a more approachable manner than with a barbell.",Strength,Lower Back,erector-spinae,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,b532624f-c147-4aa4-a20e-5609fd6890e7,0e9b1f7f-b5c1-43fa-bb02-019ff293a7d2
HM Kettlebell Swing,Kettlebell Swings,0.9631,No description available,Strength,Lower Back,shoulders,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-Swings.gif,c5b96455-ab40-4148-b290-7afc7f4e4287,1cd0757b-5d31-446e-be19-9bedfd4519fb
Dumbbell Fix Dumbbell Deadlift,Dumbbell Deadlift,0.8621,No description available,Strength,Lower Back,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-deadlifts.gif,240ff629-cffc-4e9c-a47e-0fab204f198e,c4fd5678-27d7-463c-8e58-4b2f4b39978b
TBS Dumbbell Romanian Deadlift,Romanian Deadlift,0.8598,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Strength,Lower Back,erector-spinae,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Romanian-Deadlift.gif,2dbcf11b-464f-47ba-8016-19218cf40451,d42172a4-8cd3-4ecb-93d2-328a218e43e5
UNS Dumbbell Romanian Deadlift,Dumbbell Romanian Deadlift,0.9268,No description available,Strength,Lower Back,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Romanian-Deadlift.gif,988be98d-2cee-4c98-be35-98ec6edf0d57,f68c4a2e-f745-4f5b-b402-71f921e2a3d4
FYR2 Dumbbell Deadlift,Dumbbell Deadlift,0.8705,No description available,Strength,Lower Back,erector-spinae,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-deadlifts.gif,8cb535d4-550d-4476-8b7c-4e8ae7433a29,b0234551-f0c4-4bd2-8ba8-77cbcc0a95eb
Holman Deadlift,Deadlift,0.8468,No description available,Strength,Lower Back,leg,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Deadlift.gif,b4bd1cba-bbd0-48de-abe5-ff3e41290659,609abb58-7504-4571-a289-a495e9e7e450
Seated Back Extension,Seated Back Extension,1.0,No description available,Strength,Lower Back,erector-spinae,Machine,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/seated-back-extension.gif,bb41bb26-dea2-4e8f-9b6a-b18049f970ce,6bc42132-a544-4672-95b3-047a396f5565
Hyperextensions With No Hyperextension Bench,Hyperextension,0.9448,No description available,Strength,Lower Back,erector-spinae,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/02/hyperextension.gif,3917116e-7738-43e6-ac79-a1cea335400a,0b87d340-568b-4cf9-a7f8-924dc29731e9
Superman,Superman,1.0,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Stretching,Lower Back,erector-spinae,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Superman-exercise.gif,d86a0a48-4cc6-4891-b161-7cda74ce7fec,7010c01a-0994-4934-904b-6fec4158d80f
HM Cobra,Cobra Push-up,0.8642,No description available,Strength,Lower Back,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Cobra-Push-up.gif,39a800c6-2039-473f-bc62-a22a4d1d5ebe,cba6b072-1ce4-4e98-9040-6da7f80cb9fa
HM Good Morning,Good Morning,0.9717,No description available,Strength,Lower Back,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Good-Morning.gif,6af86967-8cbd-48c4-b099-9659d3c9ed6d,28932789-b204-492a-8be6-dcbf6d8f1b95
Superman-,Superman,1.0,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Strength,Lower Back,neck,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Superman-exercise.gif,ac13ba7c-7545-4ee3-9148-5163189a9e59,66c8fe4a-5b18-4c98-89a7-7f80816d2e07
Weighted back extension,Weighted Back Extension,1.0,"The weighted back extension is an exercise targeting the spinal erectors, as well as the glutes and hamstrings. Back extensions are often done for high reps without weight, but when done with weight, they can be an excellent accessory movement for deadlift strength as well as an overall posterior-chain strength builder. Because your back is the limiting factor, it's still an exercise that is usually done for moderate to high reps, such as 8-12 reps per set or higher. You can weight it with a plate or by holding a dumbbell or other weight in your hands.",Strength,Lower Back,erector-spinae,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Weighted-Back-Extension.gif,c277117c-9599-4af3-8bbb-786c682e7141,259f42cb-7eb8-4313-8b65-6f6553cff0e7
30 Back Band-Assisted Pull-Up,Assisted Pull-up,0.8362,No description available,Strength,Middle Back,back,Bands,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Assisted-Pull-up.gif,2fcb7871-590a-4d1c-9f8d-4af88b514436,81f9ef10-4632-4f74-9aab-4114b1461041
Reverse-grip bent-over row,Dumbbell Bent Over Reverse Grip Row,0.9113,"The reverse-grip bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is thought to target the biceps and lats a bit more directly than overhand barbell rows. Because it can be loaded heavily, it is a popular movement in strength and muscle-focused upper-body workouts.",Strength,Middle Back,back,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-Bent-Over-Reverse-Row.gif,47130928-533e-4bbb-b0fb-747cecf4cffc,47a74974-3c69-4b57-9993-d68359524dda
Bent Over Barbell Row,Barbell Bent Over Row,1.0,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,back,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bent-Over-Row.gif,a3ff0c75-0ed9-4406-a261-38c7dbb79815,2c1cfcc1-2e01-49c9-bf6d-09127d589397
Pendlay Row,Barbell Pendlay Row,0.9115,"The Pendlay row, named after the well-known strength coach Glenn Pendlay, is a bent-over row variation where each rep starts with the barbell resting on the ground. This eliminates the stretch reflex and forces the lifter to pull with power and a bent-over spine. The Pendlay row can be performed heavy for low reps, but is usually performed for moderate reps, such as 5-8 per set.",Strength,Middle Back,back,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Barbell-Pendlay-Row.gif,926d1ab5-d021-4eac-bc92-b07c49191368,342f33b0-e5dc-45e6-bfea-0c9e91de4d71
Barbell bent-over row,Barbell Bent Over Row,1.0,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,full-body,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bent-Over-Row.gif,c6363376-44e4-4f2e-81ed-4dbf1648cf30,1da43821-5b3a-4ee6-b068-0a59b5dadd72
30 Back Bent-Over Barbell Row,Barbell Bent Over Row,0.8681,No description available,Strength,Middle Back,erector-spinae,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bent-Over-Row.gif,4b13d135-3517-4ee1-be36-1416d6b3c74f,9223b5f4-0567-4530-81f2-da6bb9473605
Kettlebell alternating renegade row,Kettlebell Renegade Row,0.8313,"The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",Strength,Middle Back,full-body,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Renegade-Row.gif,c388376b-2140-4169-bead-938e88458d09,53edf4af-353e-471e-920e-15bba717911c
Kettlebell bent-over row to clean,Kettlebell Bent Over Row,0.837,"The kettlebell bent-over row to clean is a combination kettlebell exercise that targets many of the muscles of the upper body including the lats (latissimus dorsi), biceps, shoulders, and core. It also strengthens and trains power output of the lower body. It can be done for reps or for time as a strength or muscle-focused complex, or in circuit-style training for conditioning or fat loss.",Strength,Middle Back,back,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Kettlebell-Bent-Over-Row.gif,2b6ea075-4c33-4dfa-8837-f88eb36455db,c0cfb19a-3f9a-4825-bf84-a2ac3a300375
Dumbbell bent-over row,Bent Over Dumbbell Row,1.0,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Middle Back,full-body,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Dumbbell-Row.gif,43932343-5b3f-440c-9045-c1bf89f1a3bd,e1d9004e-037a-42bf-a541-e9837b1f2678
Decline dumbbell chest fly,Decline Dumbbell Fly,0.8664,"The decline dumbbell chest fly is an upper-body exercise targeting the muscles of the chest, particularly the lower chest. It will require less weight than a decline press, which makes it a great hypertrophy exercise with high reps. Fly variations are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Middle Back,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Decline-Dumbbell-Fly.gif,afbd19c2-cb0c-4cea-9d03-1a55f177e068,db99c826-d4ef-4ff8-ba74-83c1ab691cdf
HM Bent-Over Dumbbell Row,Bent Over Dumbbell Row,0.9557,No description available,Strength,Middle Back,back,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Dumbbell-Row.gif,571c13cd-4d08-467b-a936-84e23e5e7824,c6c72535-f749-4f54-b198-cfdd16214b3f
UN Bent-Over Dumbbell Row,Bent Over Dumbbell Row,0.9231,No description available,Strength,Middle Back,erector-spinae,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Dumbbell-Row.gif,ec0e1d9f-7318-40d1-a97d-51433135e778,983fad67-adc3-4d83-a85b-c8d654a3a049
T-Bar Row,T-Bar Row,1.0,No description available,Strength,Middle Back,back,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/t-bar-rows.gif,5046b439-716d-43aa-a126-9703a1250a67,412ae39c-1e72-4e1d-bc9e-45012a020fbb
Upside-down pull-up,Upside Down Pull-up,1.0,"The upside-down pull-up is an advanced bodyweight exercise that is normally performed on a pair of gymnastic rings. It involves pulling the body toward the ceiling in an inverted position. It targets the same muscles as traditional pull-ups, including the lats (latissimus dorsi), biceps, and core. However, the pulling angle is more akin to a bent-over row or upright row, depending on the angle of your hips.",Strength,Middle Back,back,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Upside-Down-Pull-up.gif,c67208f6-3323-4e7e-9ffd-33f7e2adfb0c,0c8f7191-e73a-4374-bb9e-310ec7656a50
Suspended row,Suspended Push-Up,0.8774,"The suspended row is a bodyweight pulling exercise that focuses on the muscles of the middle and upper back, as well as the biceps. It can be trained in traditional muscle-building rep ranges or for higher reps. It can also work as part of a dynamic warm-up for a pressing or pulling-focused workout.",Strength,Middle Back,triceps,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Suspended-Push-Up.gif,509fce8b-3492-404d-9c67-8ac0f930144f,1429609d-8496-4253-b0c2-15a3d34fdf37
One Arm Chin-Up,One Arm Chin-Up,1.0,No description available,Strength,Middle Back,back,Other,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/01/One-Arm-Chin-Up.gif,4891518c-141c-4283-97ab-31b2d7cbff0f,41430cd7-b41a-45cd-abcd-9050256980ca
UN Cable Pull-Through,Cable Pull Through,0.9478,No description available,Strength,Middle Back,erector-spinae,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Cable-Pull-Through.gif,f0324b38-21be-4899-bda2-49451ca60c46,05208fa1-f93a-4a79-b8cf-4aa52ca4d56e
Smith machine bent-over row,Smith Machine Bent Over Row,1.0,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout.",Strength,Middle Back,back,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Bent-Over-Row.gif,ea7c255e-288a-4432-aba5-3da3f15b50f3,a6c2a8c9-73ee-4413-bac9-d729a926c7ed
Upper Back Stretch,Upper Back Stretch,1.0,No description available,Stretching,Middle Back,back,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Upper-Back-Stretch.gif,fd17d64e-687c-4965-a399-9ad786e50066,bb8e7730-4402-487e-ac00-4b9409ddc3f9
30 Back Reverse-Grip Pull-Up,Reverse grip Pull-up,0.8704,No description available,Strength,Middle Back,back,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Reverse-grip-Pull-up.gif,41581170-9bc8-410a-a750-4e9e1be5230c,8d839049-a8d6-4782-8801-6920e2f18da4
Band seated row,Band Seated Row,1.0,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement.",Strength,Traps,back,Bands,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Seated-Row.gif,cec3349f-0cb8-486b-ba16-30d0df32be2c,aec87010-9a99-4ee6-9faa-d15ff7761940
Barbell shrug,Barbell Shrug,1.0,"The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.",Strength,Traps,trapezius,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Shrug.gif,039bb7a7-13aa-4f93-9d43-b8bb0f68a9de,84f94142-0596-49c5-a19b-f58ef3fe020e
Barbell behind-the-back shrug,Behind The Back Barbell Shrug,1.0,"The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.",Strength,Traps,trapezius,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/03/Behind-The-Back-Barbell-Shrug-Reverse-Barbell-Shrug.gif,33204798-1a09-4e59-9299-b3063885169f,e3833904-6fb9-4a47-9296-e2856d6cbb43
Standing dumbbell upright row,Dumbbell Upright Row,0.8313,"The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Traps,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Upright-Row.gif,0754645a-f5c6-4336-91dc-c4c38e05e062,7ea13f2a-1b74-47a3-bfcd-8bc1437b29ac
Cable shrug,Cable Shrug,1.0,"The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets.",Strength,Traps,trapezius,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Cable-Shrug.gif,b1ad1469-8fdb-4444-859c-4c568cb14fb1,f68f75a0-ba14-42fe-ac3f-1768ed3322c9
Smith machine shrug,Smith Machine Shrug,1.0,"The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.",Strength,Traps,trapezius,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/smith-machine-shrug.gif,e57bdb1d-c2ff-4a1b-859b-c4ee813267d8,60e4e8b9-b25f-440f-b76e-26fc51c79d51
Side Neck Stretch,Side Neck Stretch,1.0,No description available,Stretching,Neck,neck,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Side-Neck-Stretch.gif,b2406bc6-1237-48cf-b29f-b123f144be66,4a2e52af-d990-4fef-9d75-b37a7fe7a03c
Band overhead squat,Overhead Squat,0.8992,"The band overhead squat is a full-body, functional movement that works to build full-body strength and stability. It is a variation of the classic barbell exercise and can be used to train core strength and stability for Olympic weightlifting or CrossFit.",Strength,Quadriceps,full-body,Bands,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/overhead-squat.gif,e2ccbd4a-bdfd-4c6f-9577-fb54d843f4c2,c28460ca-5968-47ee-a0f8-8ff1d563393c
Push-press,Push Press,1.0,"The push-press is an overhead press variation in which the barbell is pushed upward with assistance from the lower body. This ""push"" helps the weight travel through the sticking point of a strict press. The push-press is commonly performed as part of barbell complexes, power training for all types of athletics, or as a powerful shoulder exercise.",Olympic Weightlifting,Quadriceps,full-body,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/push-press-1.gif,88fcf059-ef89-4be6-a4ad-cf2f1963d951,424b1fdf-7063-420f-9729-8331b475f8d7
Power snatch-,Power Snatch,1.0,"The power snatch is a full-body lift in which the bar is pulled from the floor with a wide grip to the overhead position in one movement. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power snatch can be used as a learning tool for the full snatch, or to train muscular power and strength on its own. It is usually performed for low reps, focusing on power and movement quality.",Olympic Weightlifting,Quadriceps,full-body,Barbell,Expert,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Power-Snatch.gif,162666ec-7151-445c-9ab1-99df9cb36ad6,a50f805d-042b-486b-bf12-39ad573379a4
Hang Clean,Barbell Hang Clean,0.8452,No description available,Olympic Weightlifting,Quadriceps,full-body,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Barbell-Hang-Clean.gif,12626202-77b4-47a6-b37d-1ed82741dae4,032648b7-c93d-499a-ae85-0303f8311eb4
Barbell Squat,Barbell Jump Squat,0.8351,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,full-body,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/01/Barbell-Jump-Squat.gif,0c498d41-b174-42a7-861e-81f0b5cead20,ae996660-0f55-4600-82d9-b855d75ecf9e
Barbell front squat,Barbell Pin Front Squat,0.8402,"The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core strength to remain upright. Front squats can be trained as an alternative to back squats, as an accessory movement for either squats or deadlifts, or for strength and muscle on their own. Many lifters and athletes prefer them to back squats, although they can be uncomfortable and difficult to learn at first.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/12/Barbell-Pin-Squat.gif,ef20ea5d-ce9a-443b-9ee9-7280b840f320,b3971d06-1df7-42e8-b67b-a42fafc01565
Barbell step-up,Barbell Step-Up,1.0,"The barbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Barbell-Step-Up.gif,c1717773-e826-4b31-83b9-a81509ed4dbd,e33e94b7-2054-415e-b90f-08bf4d807881
Barbell Bulgarian split squat,Barbell Bulgarian Split Squat,1.0,"The barbell Bulgarian split squat is a single-leg exercise targeting the quads, glutes, and hamstrings. It is easier to overload with the barbell than when using dumbbells. If balance is an issue, consider using a Smith machine or holding dumbbells at your side instead.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Barbell-Bulgarian-Split-Squat.gif,3bc8fc85-e7a0-4dbf-9a8a-af53c3afdced,b1128ada-c1ff-48f3-a55a-e095e9dc9b64
Barbell hack squat,Barbell Hack Squats,1.0,"The barbell hack squat is a variety of deadlift performed with the barbell behind the legs. This forces the lifter into a body position similar to a squat and targets the quads and glutes. It is named after famed strongman George Hackenschmidt, who performed it as an overall leg-building exercise. The barbell hack squat can be used as a substitute for the machine hack squat, or as a lower-body strength and size movement on its own.",Strength,Quadriceps,leg,Barbell,Expert,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Hack-Squat.gif,26072794-b2c3-4c28-97cb-db71f3e05aea,04d32d56-34cf-4ec3-9ba5-eee0f21ac70c
Barbell thruster,Barbell Thruster,1.0,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.",Strength,Quadriceps,full-body,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif,40c78054-1d64-4de7-b05c-faf5b01d122d,d7e2798d-37d0-4d79-bb07-0f5fc21cf5e7
Zercher squat,Zercher Squat,1.0,The Zercher squat is a barbell exercise in which the bar is placed in the crease of your elbows as you perform a normal squat. This movement can be awkward at first but is extremely effective in building both size and strength.,Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Zercher-Squat.gif,6b25e542-4cb4-4a7e-8153-9290812d0fb8,816edcc2-97fa-460f-945b-1081491c934e
Jefferson Squats,Jefferson Squat,1.0,No description available,Strength,Quadriceps,leg,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/10/jefferson-squat.gif,34ac5cf2-e702-42c1-85e0-5d11001396fa,8089a0b3-a6a2-4e84-836d-5dc992d234f6
Barbell side split squat,Barbell Split Squat,0.9056,"The barbell side split squat is a variation of the split squat that targets the lower body, specifically the quads, and requires good hip mobility.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Barbell-Split-Squat.gif,0ee2b5d9-d8e7-43a6-a537-da8c3698241a,aa62c6b1-98f1-450c-9f93-444fa8adb567
Front Barbell Squat To A Bench,Barbell Bench Front Squat,0.9501,No description available,Strength,Quadriceps,leg,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Barbell-Bench-Front-Squat.gif,f10d04da-fbba-41f7-afc9-9e33a9041e97,7aed7a20-4310-439d-8f79-74107f718310
Front Squat (Clean Grip),Cable Front Squat,0.8442,No description available,Strength,Quadriceps,leg,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Front-Squat.gif,6a737b13-d577-4a7a-a0ed-ef0fa1019dd8,79804f64-3c90-4eb1-8ce0-5cabbf2db40f
Front Squat (Bodybuilder),Front Squat,1.0,"The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core strength to remain upright. Front squats can be trained as an alternative to back squats, as an accessory movement for either squats or deadlifts, or for strength and muscle on their own. Many lifters and athletes prefer them to back squats, although they can be uncomfortable and difficult to learn at first.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/front-squat.gif,63a90f0c-78eb-479b-b065-42b74d3cbe62,a8ee4ab2-cb1d-4a89-afdd-9c5569c3cfb7
Heaving Snatch Balance,Heaving Snatch Balance,1.0,No description available,Olympic Weightlifting,Quadriceps,full-body,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Heaving-Snatch-Balance.gif,7b7b9278-07a4-4ddb-9772-eadfaba1cfb2,6e7a8fac-32a1-47fd-b1c1-2707eb52f049
UP Squat,Squat,0.9087,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/BARBELL-SQUAT.gif,4ccd29ab-8aa1-4507-8763-ba67ed1b1449,4a457ca6-2e7f-4909-bb7d-97785493b805
Kettlebell Pistol Squat,Kettlebell Pistol Squats,1.0,No description available,Strength,Quadriceps,leg,Kettlebells,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-Pistol-Squats.gif,3a058f4e-69da-4d4f-b5be-60a9fbeea1d9,2314a245-b723-4080-a475-68907033b559
Goblet Squat,Cable Goblet Squat,0.9071,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",Strength,Quadriceps,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Cable-Squat.gif,1b125dd1-a9c4-47a1-91d3-efc136bd9b65,a03102bf-7e1c-45e4-84a6-2811e8a8b8a1
