title,matched_gif_title,similarity,description,category,body_part,target_muscle_gifsrc,equipment,difficulty_level,rating,gif_url,source_a_id,source_b_id
Kettlebell sumo deadlift high pull,Kettlebell Deadlift,0.7509,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",Strength,Traps,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,dc415715-4409-4331-a295-ca9a5ca1ebb7,8e29e022-7883-4513-bc53-36f27d0c4836
Standing dumbbell shrug,Dumbbell Shrug,0.7997,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,trapezius,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Shrug.gif,52e198ef-67c8-45d0-a112-c95dc33e115e,7f955f2e-f06f-4fbd-9f15-4f0990d7dcbf
Standing Dumbbell Shrug - Gethin Variation,Dumbbell Shrug,0.6919,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,trapezius,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Shrug.gif,dccf68d3-a62c-4fb4-8d3e-170078aa2542,7f955f2e-f06f-4fbd-9f15-4f0990d7dcbf
Single-arm dumbbell row,Dumbbell Row,0.6853,"The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout.",Strength,Traps,back,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Row.gif,ee64fe0d-3b49-4d5f-8c6c-f504bdc56872,1f92fb46-9209-4e46-ae09-323a5b0fc443
Cable straight-bar upright row,Cable Upright Row,0.8054,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.",Strength,Traps,trapezius,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Cable-Upright-Row.gif,e929806b-e843-4416-9160-5da7c4e14440,edf77333-39dc-4a94-8e6a-8ceb0b88eb06
Isometric Neck Exercise - Sides,Isometric Pull-Up,0.7756,No description available,Strength,Neck,back,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Isometric-Pull-Up.gif,58da2167-03df-41f9-b7ab-289020c44680,a9ad607b-3b57-4be2-a936-8eadcf220576
Isometric Neck Exercise - Front And Back,Isometric Pull-Up,0.6877,No description available,Strength,Neck,back,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Isometric-Pull-Up.gif,00a13f94-afc3-4ec4-a8f1-6042bda9b2fa,a9ad607b-3b57-4be2-a936-8eadcf220576
Scapular Pull-Up,Scapula Pull-up,0.7942,No description available,Strength,Traps,trapezius,Bodyweight,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Scapula-Pull-up.gif,32ba3b63-c5b5-4110-8a92-adc0ed8298fe,edc373b5-3e95-4179-8925-d503aacadbc7
Band split squat,Banded Split Squat,0.8074,"The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads.",Strength,Quadriceps,leg,Bands,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Banded-Split-Squat.gif,4833f5c7-0c1d-4481-9c81-2209575cd83e,285e4980-f152-4cf8-9eb6-f54570adb255
Quadriceps SMR,Standing Quadriceps Stretch,0.6831,"Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upper leg, some people find they can cause this often painful and tight muscle group to relax or ""release."" Quadriceps SMR is often accompanied by SMR on the calf, glute, or hip muscles, or by stretches that target the calves or quads.",Stretching,Quadriceps,leg,Foam Roll,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Standing-Quadriceps-Stretch.gif,4030defa-5342-4ff4-af62-3271b47f7502,0cecbd5b-c9c7-4561-af33-bda0e7c89ec9
Barbell walking lunge,Barbell Lunge,0.6827,"The barbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as the core muscles. Using a barbell allows you to overload the exercise. It can be performed for moderate reps, such as 8-15 per set or across the gym, or for higher reps as a conditioning and mental toughness challenge.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Barbell-Lunge.gif,bd893fb5-32a2-40c3-a849-b316bbf711d5,15471ab3-d77c-4935-b839-19e341c2c0c0
Hack Squat,Reverse Hack Squat,0.7591,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Reverse-Hack-Squat.gif,96c7bca3-fbea-49bb-9304-de45c18af33e,6b7eceba-370e-406f-8047-f59b495503d9
Barbell back squat,Barbell Jump Squat,0.7063,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/01/Barbell-Jump-Squat.gif,184b89c7-eb5c-470e-a6b4-e9a627b0314e,01935d80-eca9-4252-b639-b7d810cf5f37
Single-arm side deadlift,Dumbbell Single Leg Deadlift,0.7218,"The single-arm side deadlift is a compound exercise that strengthens the glutes, quads, hamstrings, back, and core. It has more of a core stability and anti-rotational component than other deadlift variations. The side deadlift is usually done for low to moderate reps, such as 5-8 reps per side, with a focus on posture and movement quality.",Strength,Quadriceps,erector-spinae,Barbell,Expert,,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Single-Leg-Deadlift.gif,860e90d5-abbd-4542-872a-f21061eceda0,250aa910-5d36-46aa-b174-4e806462ddc4
Barbell reverse lunge,Barbell Lunge,0.767,"The barbell reverse lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The reverse lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Barbell-Lunge.gif,1d385ed5-5025-4967-b5b4-b7417057c0ab,15471ab3-d77c-4935-b839-19e341c2c0c0
Barbell Lunge - Gethin Variation,Barbell Lunge,0.7711,"The barbell forward lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The forward lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Barbell-Lunge.gif,9a2e5748-e01d-45cc-8706-324b30787989,15471ab3-d77c-4935-b839-19e341c2c0c0
AM Barbell Squat,Barbell Jump Squat,0.7449,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/01/Barbell-Jump-Squat.gif,806f660c-a214-4cb8-a45b-89ab6c2d3df5,01935d80-eca9-4252-b639-b7d810cf5f37
Banded Split Jerk,Banded Split Squat,0.7185,No description available,Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Banded-Split-Squat.gif,7f701302-5ced-447f-be82-84b711221d6e,285e4980-f152-4cf8-9eb6-f54570adb255
KV Bulgarian Split Squat,Bodyweight Bulgarian Split Squat,0.7855,No description available,Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Bodyweight-Bulgarian-Split-Squat.gif,850a503c-e070-4baf-9f0f-ebd04fe979bf,0df6d6a0-c75f-49b5-bba1-125ee1e8304c
Barbell Back Squats,Barbell Jump Squat,0.7063,No description available,Strength,Quadriceps,leg,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/01/Barbell-Jump-Squat.gif,880f7e1c-fd06-4a68-b1a3-ebd44c7636f0,01935d80-eca9-4252-b639-b7d810cf5f37
Kettlebell power clean,Dumbbell Power Clean,0.7514,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Quadriceps,full-body,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Power-Clean.gif,76b858d7-af80-4cb1-8095-772a45d90bce,983d0880-6685-4eaf-9985-1e81e0fe9a91
FYR Kettlebell Squat Clean,Kettlebell Clean and Press,0.7223,"The kettlebell squat clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Quadriceps,shoulders,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/06/Kettlebell-Clean-and-Press.gif,a1419693-cf8e-4287-b07f-7337279308bb,81b02317-719c-41cc-8325-1fd9fa2fd9a5
Taylor Kettlebell Goblet Squat,Banded Kettlebell Goblet Squat,0.6947,No description available,Strength,Quadriceps,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Banded-Kettlebell-Goblet-Squat.gif,11789cc5-1e22-4634-a710-eea83e599945,f3e02379-68e9-49d4-88aa-1dd487b6f676
Goblet squat-,Banded Kettlebell Goblet Squat,0.7026,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",Strength,Quadriceps,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Banded-Kettlebell-Goblet-Squat.gif,b0ca0423-65cb-4b7a-8be5-eac7828ae9ef,f3e02379-68e9-49d4-88aa-1dd487b6f676
Holman Kettlebell Squat Clean,Kettlebell Clean and Press,0.7194,No description available,Strength,Quadriceps,shoulders,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/06/Kettlebell-Clean-and-Press.gif,93a115d6-513a-4de0-b193-069b0d9d4a71,81b02317-719c-41cc-8325-1fd9fa2fd9a5
Dumbbell goblet squat-,Cable Goblet Squat,0.8078,"The goblet squat is a popular lower-body exercise in which a dumbbell or kettlebell is held in front of the chest with two hands, approximating how you might hold a heavy goblet. It is used as a teaching tool to help instruct and develop proper squat form, but is also effective for building size in the quads, glutes, and hamstrings. It can be performed for low reps to build strength, or for higher reps to build muscle and conditioning.",Strength,Quadriceps,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Cable-Squat.gif,95189264-d63c-4854-973e-f523e72b7492,a03102bf-7e1c-45e4-84a6-2811e8a8b8a1
Goblet Squats,Banded Kettlebell Goblet Squat,0.7026,No description available,Strength,Quadriceps,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Banded-Kettlebell-Goblet-Squat.gif,dee5ab8a-0d56-4155-81f1-d143004e57ab,f3e02379-68e9-49d4-88aa-1dd487b6f676
Split Squat with Dumbbells,Dumbbell Split Jump,0.696,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.",Strength,Quadriceps,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Split-Jump.gif,42885a14-826a-4f7b-bdb9-a48f51d65868,da5e1f1e-4bb6-4dae-97f6-7684031c542e
Dumbbell thruster,Barbell Thruster,0.7968,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells are also a great option.",Strength,Quadriceps,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif,9b0af323-0fa4-4a0d-b669-e648acc92512,b70eac51-1723-41ea-a555-a09190ed7c0d
Dumbbell lateral hop,Dumbbell Lateral Step Up,0.7117,"The dumbbell lateral hop is an explosive exercise that targets the muscles of the hips and legs. Adding dumbbells adds a challenge to the core, as well. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training.",Plyometrics,Quadriceps,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Lateral-Step-Up.gif,c11c9305-92e0-4c68-b856-bcd5df523d3e,ebb0cda0-b848-4d3e-adaa-763586d8c69e
Dumbbell Squat Snatch,One Arm Dumbbell Snatch,0.7743,No description available,Strength,Quadriceps,full-body,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif,cd970cd2-4c13-491c-9807-4011a6ecd5c2,2f3af7ff-9c32-4f58-b766-c61e8637206c
Dumbbell Alternating Lunge,Seated Alternating Dumbbell Curl,0.716,No description available,Strength,Quadriceps,biceps,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,886fab56-8231-4eb8-a12f-3726173467e7,98334714-b20d-4c97-a9d9-e544e51a0c02
Dumbbell Side Lunge,Side Lunge,0.8169,No description available,Strength,Quadriceps,leg,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Side-Lunge-Stretch.gif,f56be783-431c-43b5-8919-f7d312ef91c7,3eb59696-2e13-40df-9181-556addf0e6b7
Dumbbell Fix Dumbbell Split Squat,Dumbbell Split Jump,0.7068,No description available,Strength,Quadriceps,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Split-Jump.gif,6493df83-2db7-4faf-ae22-bbb6687d3a78,da5e1f1e-4bb6-4dae-97f6-7684031c542e
Single-leg dumbbell Romanian deadlift,Dumbbell Single Leg Deadlift,0.742,"The single-leg dumbbell Romanian deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The difference between a Romanian deadlift and a stiff-legged deadlift is the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Single-leg deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. If balance is a challenge, this movement is still very effective if performed while holding on to a stable object for support.",Strength,Quadriceps,erector-spinae,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Single-Leg-Deadlift.gif,a129ccc1-bb1c-4b2f-ac26-ba481eaf6b21,250aa910-5d36-46aa-b174-4e806462ddc4
Dumbbell split squat,Dumbbell Split Jump,0.7671,"The dumbbell split squat is a popular lower-body exercise to build strength and muscle one leg at a time. It can be used to teach proper lunge form, but is also valuable on its own when trained in traditional strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Quadriceps,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Split-Jump.gif,6cc5d393-3347-4d0c-b1b4-3d290c9c9f7a,da5e1f1e-4bb6-4dae-97f6-7684031c542e
Single-arm stiff-legged deadlift,Stiff Leg Deadlift,0.7238,"The single-arm stiff-legged deadlift is a dumbbell exercise that targets the hamstrings, glutes, lower and upper back, and core. The difference between a stiff-legged deadlift and a Romanian deadlift is primarily the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Stiff-legged deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. Feel free to wear a weight belt to protect your lower back.",Strength,Quadriceps,erector-spinae,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif,1b78b5f6-e073-43d6-8dc2-519e314be1f2,867afdb7-775b-4d46-a38d-692629eabd3b
HM Dumbbell Squat,Dumbbell Jump Squat,0.7613,No description available,Strength,Quadriceps,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Jump-Squat.gif,3d5ee2e4-c48b-4446-860f-791237f77ac5,dae716b9-bb97-45a8-bf34-e53b51de4a5d
Single-Arm Dumbbell Snatch,One Arm Dumbbell Snatch,0.7992,No description available,Strength,Quadriceps,full-body,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif,6d502a8b-1172-4590-9081-38a74f2abaab,2f3af7ff-9c32-4f58-b766-c61e8637206c
Single-arm dumbbell snatch-,One Arm Dumbbell Snatch,0.7992,"The single-arm dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. It involves lifting a dumbbell from the ground to overhead in a single movement. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.",Strength,Quadriceps,full-body,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif,1f00c762-aee4-4471-b16a-3ac8d60e93c9,2f3af7ff-9c32-4f58-b766-c61e8637206c
MetaBurn Dumbbell Burpee,Dumbbell Burpees,0.7335,No description available,Strength,Quadriceps,full-body,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Burpees.gif,877e41d6-b74e-4947-aeb9-715cd04c2687,31be1159-10bd-4dea-90d7-0e9b710a7017
Backward Drag,Backward Jump,0.7389,No description available,Strongman,Quadriceps,leg,Other,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Backward-Jumping.gif,69d429ad-0263-4ab6-b0e1-28ee2f113bc3,e64e36a9-7c46-4f49-99a7-1b181d7e02f1
Burpee over barbell,Burpees,0.727,"The burpee over barbell is an exercise that takes the burpee, a popular functional fitness move, and separates each rep with a lateral jump across the barbell. It works the cardiovascular system, but also the chest, quads, glutes, hamstrings, and abs. This exercise is a favorite of many athletes, including obstacle race participants.",Plyometrics,Quadriceps,leg,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/burpees.gif,1722baa5-0250-4f25-9b4b-9be4f321f263,c4d195ea-2a3c-4736-bb0a-9fda9cb275a6
Burpee Box-Jumps,Burpees,0.7293,No description available,Plyometrics,Quadriceps,leg,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/burpees.gif,cabcc984-3329-41d8-bce7-ece6a03ec51c,c4d195ea-2a3c-4736-bb0a-9fda9cb275a6
Elliptical trainer,Elliptical Machine,0.7485,"The elliptical trainer is a popular machine for cardiovascular training without the significant impact on your joints of running. On many machines, you can adjust the resistance level to make the movement more difficult for all four limbs. The elliptical is a mainstay in most commercial gyms, and can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",Cardio,Quadriceps,cardio,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Elliptical-Machine.gif,ac670067-2418-427b-8e7b-e5b4475b394e,a727d14d-9fd4-407b-8b14-d0df09f951c0
Machine Squat,Machine Fly,0.6874,No description available,Strength,Quadriceps,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/10301301-Lever-Pec-Deck-Fly_Chest_720.gif,9dcf387e-d061-4ee3-b084-b6b57b15352c,99cc8f1a-ea7d-40d4-bb8a-13ab1ad2439d
Treadmill running,Treadmill,0.7688,"Treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your running and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,cardio,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Treadmill-.gif,ca6c95b2-dae0-4812-96f4-123a6966d9d0,b2305f43-869a-4507-8788-33f96eaa9b31
Treadmill jogging,Treadmill,0.7048,"Treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your jogging and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,cardio,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Treadmill-.gif,2630957a-f50b-4d07-b17c-a81bd3353fa4,b2305f43-869a-4507-8788-33f96eaa9b31
Lying Machine Squat,Lying Chest Press Machine,0.6853,No description available,Strength,Quadriceps,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lying-Chest-Press-Machine.gif,73038058-2c52-48cf-be04-d21f52347c5e,dc8ba17c-4e69-4601-b2c5-b6f00200a0c4
Smith machine pistol squat,Pistol Squat,0.7553,"The Smith machine pistol squat is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in form to a pistol squat but is performed with a bar on the shoulders. This adds extra resistance, but also eliminates some of the balance challenge of single-leg squats. This squat variation can be performed in low reps for strength or for higher reps for muscle gain.",Strength,Quadriceps,leg,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pistol-Squat.gif,0464381a-329c-4073-8df0-94c35cd77a08,e5e2b818-9d20-4245-832a-a0fe457107dd
Leverage Deadlift,Lever Deadlift,0.6887,No description available,Strength,Quadriceps,leg,Machine,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Lever-Deadlift.gif,744c3012-2ef6-4a12-8924-08360d6362e6,6eeb5fb7-6217-40cb-8f1c-f7fddbb749b6
Stiff-Legged Deadlift - Gethin Variation,Stiff Leg Deadlift,0.7245,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Quadriceps,erector-spinae,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif,fbb41a58-d309-43bd-a558-ec099a4f652e,867afdb7-775b-4d46-a38d-692629eabd3b
Hack squat-,Reverse Hack Squat,0.7591,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,leg,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Reverse-Hack-Squat.gif,1d5d5550-2bff-4141-85ef-4847d597f35e,6b7eceba-370e-406f-8047-f59b495503d9
Jumping rope,Jumping Pull-up,0.7064,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",Cardio,Quadriceps,back,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/01/jumping-pull-up.gif,e1827d3a-fcf2-4f7f-9355-d543626d8d3b,c0c4ea00-7069-410c-a0fa-753e0d37c08b
Treadmill walking,Treadmill,0.8119,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,cardio,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Treadmill-.gif,78b38e2b-c08a-4c25-89ae-c0ce94b03015,b2305f43-869a-4507-8788-33f96eaa9b31
Skip,High Knee Skips,0.7083,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Plyometrics,Quadriceps,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/High-Knee-Skips_Cardio.gif,ec1169e7-1dbc-45ce-a1bc-1b276d8271ed,065e0c52-b937-4143-9afb-c5dbe30751f0
Iron Crosses (stretch),Dumbbell Iron Cross,0.6815,No description available,Stretching,Quadriceps,full-body,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif,77ff7e07-b31f-4ce3-8bd4-af0f45f6fc03,8a8886b1-ee84-4eb9-a6fe-d860e5c0095e
Standing Hip Flexors,Standing Toe Flexor Stretch,0.7655,No description available,Stretching,Quadriceps,calf,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Standing-Toe-Flexor-Stretch.gif,614b8e92-2b25-444b-a162-6ee269bf950e,c0597dfa-3325-421b-8d46-fb2014aa4b4c
Rear Leg Raises,Leg Raise,0.7405,No description available,Stretching,Quadriceps,abs,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Lying-Leg-Raise.gif,78777877-38d0-4036-a480-93aad09e2ccd,bff4d679-b3c5-4783-9e62-63a65baafa42
Side Standing Long Jump,Long Jump,0.7479,No description available,Plyometrics,Quadriceps,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/03/Long-Jump-Plyometrics.gif,3d3d825a-578c-4db7-9688-537d58f43349,3bb8de50-d39e-4e90-9070-8f7ccd440591
Side Hop-Sprint,Sprint,0.7881,No description available,Plyometrics,Quadriceps,cardio,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/06/sprint.gif,dff01dcc-fc01-4876-9a0d-dd116a2b826c,5c9f8dad-5000-428b-99cd-87de9bbef577
Single-leg box squat,Single Leg Box Jump,0.7623,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building.",Strength,Quadriceps,cardio,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/02/Single-Leg-Box-Jump.gif,df4e68f1-82a3-4fc4-89fb-af3cd441cc81,31b8e99d-3de7-424c-bfa5-8f26e9a4c2c7
